gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
ANAPC1,0.00238731502171872,0.29636248500318,0.507,0.398,1,anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]
CSNK1E,0.00240429336056597,0.268660017369327,0.582,0.428,1,casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]
SCAF4,0.00243487293254794,0.350723718865526,0.515,0.377,1,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]
HAUS1,0.00247514347828749,0.381469124885552,0.373,0.245,1,HAUS augmin like complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25174]
ESRP1,0.00248543202758702,0.262370014161523,0.649,0.538,1,epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]
SLC22A18,0.0025002136434091,0.387914398065359,0.246,0.143,1,
PHTF2,0.00251137358844471,0.32155625738799,0.328,0.208,1,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]
PARG,0.00252618716089743,0.425280872933342,0.336,0.228,1,poly(ADP-ribose) glycohydrolase [Source:HGNC Symbol;Acc:HGNC:8605]
C6orf120,0.00252710500962277,0.431494009259264,0.194,0.106,1,chromosome 6 open reading frame 120 [Source:HGNC Symbol;Acc:HGNC:21247]
KCMF1,0.00253223418501321,0.362920398858793,0.321,0.214,1,potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]
SUPV3L1,0.0025365490189786,0.350832769497397,0.425,0.289,1,Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471]
AC092661.2,0.0025570285407911,0.313653605513626,0.381,0.264,1,
EXOSC5,0.00256204582602405,0.340594979012222,0.485,0.382,1,exosome component 5 [Source:HGNC Symbol;Acc:HGNC:24662]
KCNS3,0.00256769458233772,0.489001774482132,0.134,0.064,1,potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]
RFWD2,0.00258155621988558,0.427847309479932,0.231,0.138,1,
PAPD4,0.00260004176773469,0.353288036800348,0.522,0.419,1,
DLG5,0.00260427631355623,0.310606348870539,0.567,0.442,1,discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]
CTD-2515O10.6,0.00260894053665786,0.295265377511124,0.112,0.049,1,
NCALD,0.00261458927783873,0.400351946214208,0.142,0.069,1,neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]
MCAM,0.00263922258075564,0.481167847698423,0.157,0.082,1,melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]
PPP1R12C,0.00264412916318819,0.33151300631251,0.224,0.131,1,protein phosphatase 1 regulatory subunit 12C [Source:HGNC Symbol;Acc:HGNC:14947]
HDAC1,0.00265565498412074,0.310935783905634,0.619,0.515,1,histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]
EIF2D,0.0026560542856295,0.335352290187742,0.53,0.404,1,eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]
ADAT1,0.00265651202374211,0.463899577817377,0.269,0.169,1,adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228]
SLC25A46,0.00266858941362061,0.366851774269931,0.336,0.215,1,solute carrier family 25 member 46 [Source:HGNC Symbol;Acc:HGNC:25198]
RP9P,0.00267941978802712,0.275857563508013,0.164,0.081,1,RP9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33969]
NANP,0.0027030929584265,0.496745814118164,0.149,0.077,1,N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140]
TTC1,0.00271498165661092,0.319341155275643,0.627,0.462,1,tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]
SSBP2,0.00273389208778759,0.278956040449935,0.649,0.474,1,single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]
RETSAT,0.00274129149471986,0.401928115373562,0.351,0.239,1,retinol saturase [Source:HGNC Symbol;Acc:HGNC:25991]
RABGAP1L,0.00275570354554432,0.28731596158877,0.582,0.459,1,RAB GTPase activating protein 1 like [Source:HGNC Symbol;Acc:HGNC:24663]
VPS13B,0.00275821412453993,0.289888129362753,0.59,0.46,1,vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]
POC5,0.00276082380304346,0.327766759154779,0.254,0.148,1,POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658]
GORAB,0.00276141902914406,0.399169743325967,0.209,0.117,1,"golgin, RAB6 interacting [Source:HGNC Symbol;Acc:HGNC:25676]"
CRNKL1,0.00276969209436262,0.375706520164821,0.351,0.236,1,crooked neck pre-mRNA splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:15762]
SMPD2,0.00278104152125041,0.43050899350816,0.157,0.079,1,sphingomyelin phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:11121]
TBC1D12,0.00278918263276861,0.334511863534228,0.142,0.069,1,TBC1 domain family member 12 [Source:HGNC Symbol;Acc:HGNC:29082]
LNPEP,0.00279597916920862,0.352037137688522,0.522,0.416,1,leucyl and cystinyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:6656]
FBXO25,0.00279644077367425,0.263588299079716,0.455,0.32,1,F-box protein 25 [Source:HGNC Symbol;Acc:HGNC:13596]
FAM160B2,0.00280193727797067,0.332621522390323,0.493,0.355,1,
NDUFAF2,0.00280775826976165,0.309646927077854,0.351,0.217,1,NADH:ubiquinone oxidoreductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:28086]
EVI5L,0.00281222894380951,0.310143644750891,0.104,0.045,1,ecotropic viral integration site 5 like [Source:HGNC Symbol;Acc:HGNC:30464]
TMEM175,0.00283403756537704,0.423507596967894,0.418,0.326,1,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]
LARP4,0.00283729265527684,0.395186689781578,0.403,0.301,1,La ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:24320]
PIGC,0.002854244614979,0.403209523659067,0.41,0.289,1,phosphatidylinositol glycan anchor biosynthesis class C [Source:HGNC Symbol;Acc:HGNC:8960]
ASS1,0.00285498475196092,0.380204036601846,0.455,0.322,1,argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]
SNORD38A,0.00286257154482459,0.456659157700987,0.239,0.139,1,"small nucleolar RNA, C/D box 38A [Source:HGNC Symbol;Acc:HGNC:30355]"
SEC61A2,0.00287001966931546,0.34654390669214,0.276,0.17,1,SEC61 translocon subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:17702]
RHBDF1,0.00287645148735119,0.396656820030783,0.306,0.197,1,rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]
ATG4B,0.00289659931333073,0.285125857828213,0.649,0.561,1,autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790]
POLR1E,0.00291914421379899,0.428222695774566,0.336,0.226,1,RNA polymerase I subunit E [Source:HGNC Symbol;Acc:HGNC:17631]
ARHGEF40,0.00294336252790513,0.43358690834801,0.254,0.158,1,Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]
ZDHHC17,0.00295673122324819,0.348370155759733,0.358,0.242,1,zinc finger DHHC-type palmitoyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:18412]
MLST8,0.00296516929085127,0.372120128906174,0.485,0.361,1,"MTOR associated protein, LST8 homolog [Source:HGNC Symbol;Acc:HGNC:24825]"
TP53I13,0.0030345112219424,0.389458332479827,0.396,0.272,1,tumor protein p53 inducible protein 13 [Source:HGNC Symbol;Acc:HGNC:25102]
RP11-789A7.1,0.00303801466910308,0.335195615149029,0.41,0.286,1,
AC073271.1,0.00304179369491531,0.345151434366833,0.284,0.183,1,
BRF2,0.00305127491991634,0.430500702446841,0.179,0.099,1,BRF2 general transcription factor IIIB subunit [Source:HGNC Symbol;Acc:HGNC:17298]
SDCBP,0.00305514801142392,0.334735433926207,0.507,0.433,1,syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]
DNMT3A,0.00305743224561431,0.255507328052009,0.612,0.469,1,DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]
METTL1,0.00307209763574655,0.407408797071919,0.306,0.196,1,"methyltransferase 1, tRNA methylguanosine [Source:HGNC Symbol;Acc:HGNC:7030]"
C22orf39,0.00310368649692814,0.29664870194972,0.485,0.35,1,chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:27012]
HMGCR,0.00310776012818518,0.436524496380214,0.366,0.258,1,3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006]
NDUFV3,0.00312303908614765,0.337705115194373,0.545,0.446,1,NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]
POLR2D,0.00312529845931636,0.311927791173064,0.403,0.282,1,RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]
PDK3,0.00313577756986548,0.351488703709991,0.545,0.371,1,pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811]
NTHL1,0.00315065377064218,0.409241982227586,0.276,0.166,1,nth like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:8028]
NDUFS4,0.00321281409799465,0.298735644681484,0.634,0.508,1,NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]
PIK3IP1,0.00322922656344347,0.428377395531964,0.343,0.236,1,phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]
RP11-573N10.1,0.00323924267895676,0.300372039191544,0.149,0.072,1,
FAM8A1,0.00324590047390142,0.40255547112571,0.201,0.114,1,family with sequence similarity 8 member A1 [Source:HGNC Symbol;Acc:HGNC:16372]
GS1-124K5.12,0.00326923973612212,0.322343603482323,0.567,0.469,1,
RHBDD3,0.00327878845997228,0.415152943578134,0.343,0.238,1,rhomboid domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1308]
PLAGL1,0.00327966222593955,0.349530505596367,0.433,0.317,1,PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]
SNORD28,0.00328355864630973,0.421878559300595,0.343,0.235,1,"small nucleolar RNA, C/D box 28 [Source:HGNC Symbol;Acc:HGNC:10150]"
MBD1,0.00328847529702025,0.317106131724101,0.47,0.345,1,methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916]
NUP43,0.00330351722464846,0.402860899891659,0.373,0.269,1,nucleoporin 43 [Source:HGNC Symbol;Acc:HGNC:21182]
ATP6V0D1,0.00331130004782831,0.304095061452459,0.582,0.463,1,ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]
ST5,0.00333585991130685,0.274799876065768,0.634,0.511,1,
MIR4728,0.00334614756941952,0.423919412693509,0.104,0.045,1,microRNA 4728 [Source:HGNC Symbol;Acc:HGNC:41632]
ALG8,0.0033468603423966,0.411616087061163,0.373,0.255,1,"ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]"
PRR7,0.00336327569394728,0.299786845588873,0.119,0.054,1,"proline rich 7, synaptic [Source:HGNC Symbol;Acc:HGNC:28130]"
BFAR,0.00339425592239521,0.291291435464019,0.575,0.479,1,bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]
JMJD8,0.00339427523481704,0.320079564686746,0.291,0.178,1,jumonji domain containing 8 [Source:HGNC Symbol;Acc:HGNC:14148]
C11orf73,0.00339602836113986,0.314194879290101,0.515,0.407,1,
USF1,0.00341273477365417,0.512922141347521,0.224,0.139,1,upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593]
CMC1,0.00343332131042857,0.318541052995642,0.41,0.292,1,C-X9-C motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28783]
GPN3,0.00344014632841421,0.40891620165283,0.351,0.238,1,GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:HGNC:30186]
NOL7,0.00345126683036114,0.330112207063025,0.522,0.402,1,nucleolar protein 7 [Source:HGNC Symbol;Acc:HGNC:21040]
CEPT1,0.00346764807450785,0.392592777531703,0.351,0.239,1,choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24289]
ARL4C,0.00347107593383188,0.36730179406611,0.284,0.177,1,ARF like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]
HTATSF1,0.00350400818828611,0.4019882846874,0.403,0.294,1,HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:HGNC:5276]
NDC1,0.00351827842335461,0.437527812655824,0.313,0.215,1,NDC1 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:25525]
RPS6KA1,0.00352788425135997,0.402542388143119,0.209,0.12,1,ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]
EXOSC6,0.00355385331714923,0.360889870487897,0.403,0.312,1,exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]
RP11-469J4.2,0.00355488163866073,0.257951214211437,0.522,0.439,1,
SLC39A13,0.0035669688178783,0.368732762039433,0.44,0.337,1,solute carrier family 39 member 13 [Source:HGNC Symbol;Acc:HGNC:20859]
PIGU,0.00359157407806581,0.332165490873499,0.381,0.257,1,phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791]
IRX4,0.00359668810914277,0.462604807072756,0.299,0.203,1,iroquois homeobox 4 [Source:HGNC Symbol;Acc:HGNC:6129]
GLTP,0.0036090723217345,0.345891064136151,0.47,0.36,1,glycolipid transfer protein [Source:HGNC Symbol;Acc:HGNC:24867]
MPP3,0.00361059597604247,0.398186096848947,0.261,0.165,1,MAGUK p55 scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:7221]
ZNF783,0.00364124450505365,0.332101537446666,0.306,0.196,1,zinc finger protein 783 [Source:HGNC Symbol;Acc:HGNC:27222]
FAM83G,0.00370129545515226,0.270846387281366,0.224,0.128,1,family with sequence similarity 83 member G [Source:HGNC Symbol;Acc:HGNC:32554]
TMEM107,0.00371181063798247,0.517148852604964,0.284,0.201,1,transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128]
EFR3A,0.00371535601615289,0.3254265432519,0.373,0.252,1,EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970]
BRI3,0.00372351585714264,0.362690251942442,0.276,0.17,1,brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]
NBEAL2,0.0037259563055764,0.253440750218812,0.478,0.34,1,neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]
CCNH,0.00373259577332342,0.338497275941003,0.5,0.426,1,cyclin H [Source:HGNC Symbol;Acc:HGNC:1594]
SNCA,0.00374346344856936,0.326006811253805,0.179,0.095,1,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]
DUOX2,0.00374875120506436,0.302394526322379,0.104,0.046,1,dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]
BECN1,0.00375464988396994,0.289746864397092,0.597,0.492,1,beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]
FAM53B,0.00377969322677859,0.330956549092323,0.44,0.324,1,family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]
ROCK2,0.00379387623327035,0.383866895802016,0.41,0.308,1,Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]
TTC31,0.00379737060637084,0.382274149827331,0.373,0.249,1,tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759]
RB1CC1,0.00380950021598916,0.276918636414187,0.612,0.505,1,RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
ZNF654,0.00381160045827493,0.405790813126532,0.336,0.237,1,zinc finger protein 654 [Source:HGNC Symbol;Acc:HGNC:25612]
MZT2A,0.00385698465519028,0.36078285306911,0.313,0.197,1,mitotic spindle organizing protein 2A [Source:HGNC Symbol;Acc:HGNC:33187]
ATAD1,0.00385970402081501,0.323031917811375,0.522,0.399,1,ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]
OCLM,0.00386332715324071,0.376188462335129,0.149,0.077,1,
MGAT4A,0.00386602729191489,0.332337877423908,0.448,0.33,1,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:HGNC Symbol;Acc:HGNC:7047]"
E2F3,0.00387238448210499,0.3245360001867,0.231,0.138,1,E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]
APBA1,0.00388122326832602,0.33625786216803,0.149,0.076,1,amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578]
ZNF778,0.00388597832947339,0.285103817041603,0.246,0.158,1,zinc finger protein 778 [Source:HGNC Symbol;Acc:HGNC:26479]
SLK,0.00388963239188376,0.313422723291876,0.604,0.535,1,STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]
AHCTF1,0.00391621149974154,0.300130359245154,0.373,0.26,1,AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]
MRPL41,0.00394173440541656,0.340635874999256,0.403,0.265,1,mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:14492]
CDC42SE1,0.00394497914558601,0.333948439865101,0.485,0.356,1,CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719]
ZNF224,0.00396736423046137,0.337324362850392,0.209,0.121,1,zinc finger protein 224 [Source:HGNC Symbol;Acc:HGNC:13017]
ATP6V1F,0.0039701366874002,0.29237721968885,0.687,0.546,1,ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]
THUMPD3,0.00398178404817796,0.338903314429774,0.381,0.266,1,THUMP domain 3 tRNA guanosine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24493]
SHISA4,0.00399116666518272,0.326241452060702,0.164,0.085,1,shisa family member 4 [Source:HGNC Symbol;Acc:HGNC:27139]
ATP6V1C1,0.00401369861134603,0.358265998190165,0.358,0.243,1,ATPase H+ transporting V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856]
HDHD2,0.00401720670825162,0.359886299816709,0.463,0.358,1,haloacid dehalogenase like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25364]
SPG7,0.0040464064256871,0.302067877378598,0.582,0.474,1,"SPG7 matrix AAA peptidase subunit, paraplegin [Source:HGNC Symbol;Acc:HGNC:11237]"
CAND1,0.0040583221490643,0.326771037730593,0.507,0.387,1,cullin associated and neddylation dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688]
U70984.1,0.0040933358677926,0.29965893822146,0.418,0.331,1,
SH3GLB2,0.00410635563229369,0.275515034941502,0.284,0.178,1,"SH3 domain containing GRB2 like, endophilin B2 [Source:HGNC Symbol;Acc:HGNC:10834]"
GPHN,0.0041163504965349,0.315549289808785,0.418,0.301,1,gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]
CCDC167,0.00414001124584577,0.391205368683778,0.306,0.189,1,coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]
ZNF70,0.00416309717596641,0.277623338231293,0.179,0.099,1,zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140]
MYO1C,0.00417260137937105,0.40375577386554,0.433,0.352,1,myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]
ORC2,0.00419859408633298,0.318733766679909,0.396,0.279,1,origin recognition complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:8488]
BIRC2,0.00426085336693223,0.374191803939265,0.485,0.393,1,baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]
GNPAT,0.00427249693441413,0.374373837681241,0.478,0.351,1,glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]
ARNTL,0.00429095010444834,0.430371678362841,0.276,0.182,1,
AD001527.4,0.00432822622473243,0.259258703317457,0.194,0.106,1,
RPL39L,0.00434254146175075,0.405197418815136,0.351,0.241,1,ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]
TRIP13,0.00434855655454528,0.444543212674096,0.216,0.131,1,thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:HGNC:12307]
PFDN2,0.00438634397963369,0.300156060662506,0.582,0.442,1,prefoldin subunit 2 [Source:HGNC Symbol;Acc:HGNC:8867]
AC063961.1,0.0044064300594827,0.422801089923266,0.239,0.148,1,
EMC2,0.0044163392816989,0.352206844612816,0.5,0.365,1,ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28963]
APOBEC3C,0.0044223713045017,0.377410099346994,0.388,0.267,1,apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353]
ZNF17,0.00443685047739995,0.282832940629519,0.157,0.084,1,zinc finger protein 17 [Source:HGNC Symbol;Acc:HGNC:12958]
ZFYVE28,0.00444184661503718,0.280309380437299,0.164,0.087,1,zinc finger FYVE-type containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]
SNIP1,0.00445831021800871,0.28146189188226,0.299,0.186,1,Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30587]
GNA11,0.00446410166861146,0.363255220552133,0.373,0.268,1,G protein subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:4379]
MZT1,0.00447252188285697,0.375587834614508,0.299,0.196,1,mitotic spindle organizing protein 1 [Source:HGNC Symbol;Acc:HGNC:33830]
STK35,0.00455557975302055,0.286116727699107,0.254,0.154,1,serine/threonine kinase 35 [Source:HGNC Symbol;Acc:HGNC:16254]
NXT1,0.00459689370826937,0.359027645551672,0.463,0.344,1,nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]
LRP2BP,0.0046382088833322,0.384968799707242,0.194,0.114,1,LRP2 binding protein [Source:HGNC Symbol;Acc:HGNC:25434]
MAD1L1,0.00466510883298008,0.354130652312694,0.343,0.229,1,mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]
AEN,0.00469408634547702,0.37824538714804,0.284,0.185,1,apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]
NCOA2,0.00476014808309599,0.297038865849963,0.5,0.376,1,nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]
BCKDHA,0.00485920563132818,0.263204352019541,0.515,0.421,1,branched chain keto acid dehydrogenase E1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:986]
SLC6A14,0.004862152739744,0.436290325330151,0.164,0.091,1,solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]
BLOC1S3,0.00487500342415777,0.315063522034935,0.261,0.159,1,biogenesis of lysosomal organelles complex 1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:20914]
KIAA0141,0.00487939249816901,0.315851289311024,0.545,0.46,1,
SIX5,0.00488565441105771,0.293420315139409,0.194,0.111,1,SIX homeobox 5 [Source:HGNC Symbol;Acc:HGNC:10891]
GEN1,0.00489450576619071,0.290868657432605,0.261,0.164,1,GEN1 Holliday junction 5' flap endonuclease [Source:HGNC Symbol;Acc:HGNC:26881]
AC012318.3,0.00491119381626414,0.366487091656706,0.119,0.058,1,
FANCC,0.00491308289260952,0.354571837821411,0.336,0.232,1,FA complementation group C [Source:HGNC Symbol;Acc:HGNC:3584]
CCDC12,0.00491916820422433,0.31920783731357,0.59,0.459,1,coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]
IRF7,0.00492098210472141,0.433225895737181,0.179,0.101,1,interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]
MXD1,0.00492317258030744,0.399595294508781,0.381,0.285,1,MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]
DSTYK,0.00494870226166122,0.382238104374708,0.351,0.25,1,dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]
DIP2C,0.00495196876188684,0.339835670513076,0.44,0.331,1,disco interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150]
WIPI2,0.00496336838348548,0.385393425117629,0.366,0.264,1,"WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:HGNC:32225]"
BCKDK,0.00498706741837119,0.340553253981305,0.493,0.367,1,branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902]
TCTA,0.00504847844830327,0.381074140675699,0.373,0.278,1,T cell leukemia translocation altered [Source:HGNC Symbol;Acc:HGNC:11692]
PTPN4,0.00505698465142556,0.277978202063667,0.448,0.333,1,protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]
MYO9B,0.00510426497506237,0.266988517081686,0.336,0.229,1,myosin IXB [Source:HGNC Symbol;Acc:HGNC:7609]
PPP1R35,0.00510547251536774,0.357690859601298,0.157,0.084,1,protein phosphatase 1 regulatory subunit 35 [Source:HGNC Symbol;Acc:HGNC:28320]
MYO5B,0.00518389333716929,0.395607925964513,0.425,0.339,1,myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]
PIK3C2B,0.00518857251106397,0.268088930757486,0.269,0.166,1,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972]
CYP39A1,0.00521302854940065,0.359991449389423,0.313,0.205,1,cytochrome P450 family 39 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:17449]
CCDC77,0.00532099204533679,0.428804025494205,0.291,0.196,1,coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]
TOP2A,0.00534146350901288,0.303646862354384,0.149,0.077,1,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]
FAM111A,0.00534274504563598,0.35975607670375,0.425,0.323,1,FAM111 trypsin like peptidase A [Source:HGNC Symbol;Acc:HGNC:24725]
AHCYL1,0.00537635799095417,0.397007777410245,0.388,0.29,1,adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]
HGSNAT,0.00543557042886623,0.307341465525865,0.545,0.44,1,heparan-alpha-glucosaminide N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:26527]
GCFC2,0.00546115316482613,0.363308602469739,0.358,0.254,1,GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]
PPIC,0.00547073533493748,0.314839096365332,0.642,0.472,1,peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]
TRIM52,0.00548433789582608,0.379228036039764,0.239,0.147,1,tripartite motif containing 52 [Source:HGNC Symbol;Acc:HGNC:19024]
DYNC2LI1,0.00551749968720783,0.338582389671936,0.396,0.281,1,dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]
TBL3,0.00552064515200658,0.363351773869546,0.463,0.365,1,transducin beta like 3 [Source:HGNC Symbol;Acc:HGNC:11587]
PAFAH2,0.00553363288396313,0.374438535238513,0.194,0.112,1,platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]
TMEM260,0.00554866733097895,0.395194987338399,0.239,0.15,1,transmembrane protein 260 [Source:HGNC Symbol;Acc:HGNC:20185]
ABHD14A,0.00555108277521366,0.364530320710621,0.172,0.091,1,abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538]
FH,0.00555203792032797,0.30666870785099,0.5,0.388,1,fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]
