gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
LTBP2,0.000587446957246151,-0.561763752892626,0.157,0.29,1,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]
IFI27,0.000593289871107352,-0.864139621851509,0.022,0.118,1,interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]
SLC52A1,0.000600002064364668,-0.644109225658983,0.045,0.15,1,solute carrier family 52 member 1 [Source:HGNC Symbol;Acc:HGNC:30225]
BACE1-AS,0.00060442023269994,-0.506402262890785,0.157,0.302,1,BACE1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:37125]
RP11-212P7.1,0.000605757015269507,-0.357460488544038,0.358,0.548,1,
RP11-361M10.3,0.000623079349377853,-0.462982529532002,0.015,0.108,1,
SPATA20,0.000637103670646188,-0.420123239470057,0.321,0.493,1,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
MIR27B,0.000638137635667874,-0.695097493246628,0.015,0.106,1,microRNA 27b [Source:HGNC Symbol;Acc:HGNC:31614]
MCL1,0.00064624119549825,-0.346596742507223,0.478,0.664,1,"MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]"
LA16c-366D3.1,0.000655772723683613,-0.677447180284056,0.022,0.118,1,
CDKN1A,0.000660251036625747,-0.350629715285738,0.567,0.737,1,cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]
RP11-824M15.3,0.00069469830888888,-0.282090847154842,0.075,0.199,1,
DHRS4-AS1,0.000703281684425534,-0.522668455037208,0.104,0.234,1,DHRS4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23175]
ANKRD40,0.000717050165836247,-0.297072285822352,0.552,0.67,1,ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]
CTD-2192J16.22,0.000724174261050879,-0.277681096020004,0.179,0.335,1,
GOSR1,0.000747055634775079,-0.424311331086589,0.254,0.4,1,golgi SNAP receptor complex member 1 [Source:HGNC Symbol;Acc:HGNC:4430]
SCFD2,0.000752584518899792,-0.537749962795842,0.142,0.276,1,sec1 family domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30676]
RMDN3,0.000789830830624818,-0.436401749146319,0.179,0.331,1,regulator of microtubule dynamics 3 [Source:HGNC Symbol;Acc:HGNC:25550]
SNHG14,0.000791341450000892,-0.351565611048836,0.381,0.51,1,small nucleolar RNA host gene 14 [Source:HGNC Symbol;Acc:HGNC:37462]
FOLH1,0.00080253020011142,-0.577773470706119,0.127,0.251,1,folate hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3788]
PPP1R12A,0.000813389804318482,-0.288389952252142,0.575,0.716,1,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]
JADE3,0.000818841909550704,-0.544162465731378,0.06,0.169,1,jade family PHD finger 3 [Source:HGNC Symbol;Acc:HGNC:22982]
AC007395.5,0.000821849501336797,-0.34253115754484,0.403,0.583,1,
NID1,0.000822133963564767,-0.478261228643593,0.358,0.469,1,nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]
C9orf78,0.000832616353020856,-0.360253266435382,0.396,0.54,1,chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932]
FOCAD,0.000833497647050123,-0.471073821776126,0.149,0.284,1,focadhesin [Source:HGNC Symbol;Acc:HGNC:23377]
TIMM9,0.000841877890685975,-0.46176200085574,0.246,0.395,1,translocase of inner mitochondrial membrane 9 [Source:HGNC Symbol;Acc:HGNC:11819]
RP11-85K15.2,0.000845407059194259,-0.285851289493912,0.149,0.293,1,
LMF1,0.000857701412931409,-0.682651042886455,0.127,0.242,1,lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]
DLX1,0.000879847807284773,-0.599137746587177,0.052,0.159,1,distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914]
MSRB3,0.000884999478594754,-0.485544250507714,0.09,0.214,1,methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]
RP5-1158E12.3,0.000892427176023848,-0.572562097194384,0.022,0.116,1,
RP11-357C3.3,0.000914088790129095,-0.350843442473565,0.172,0.312,1,
ATP5L2,0.000923300389241206,-0.307048331080171,0.09,0.218,1,
PWP1,0.000923593754244027,-0.288105223973827,0.478,0.555,1,"PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]"
CTSO,0.000924111592508213,-0.575556201742927,0.104,0.226,1,cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542]
ABT1,0.000933548661885493,-0.529657618412336,0.149,0.284,1,activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]
FOXN3,0.000948410571486585,-0.377088777793033,0.239,0.387,1,forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]
TNFRSF19,0.000953226995235059,-0.583437095229289,0.037,0.137,1,TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]
TWIST1,0.000960233277993178,-0.424395896435796,0.03,0.124,1,twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]
SEPT4,0.000971873794767306,-0.363716623647279,0.418,0.508,1,
WWP2,0.00098192269947243,-0.377326746991962,0.336,0.491,1,WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804]
MIDN,0.000996879628982624,-0.379834244507817,0.246,0.382,1,midnolin [Source:HGNC Symbol;Acc:HGNC:16298]
TRAM1L1,0.00100549760275111,-0.557565317144072,0.037,0.139,1,translocation associated membrane protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28371]
AC139666.1,0.00100680531696065,-0.49300791818849,0.239,0.374,1,
LAMTOR1,0.00101100027652284,-0.277277941670859,0.507,0.59,1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]"
PLBD1,0.00102047658005117,-0.657081083831019,0.022,0.112,1,phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]
MRPL27,0.00105462528123918,-0.412686445640048,0.306,0.418,1,mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]
RP11-193E15.4,0.00105515900729345,-0.388759492943011,0.067,0.185,1,
C11orf1,0.00105934074836017,-0.478381680551289,0.246,0.365,1,
PCNX1,0.00106452839801609,-0.347030984317205,0.358,0.51,1,pecanex 1 [Source:HGNC Symbol;Acc:HGNC:19740]
RP11-796G6.1,0.00107068424079541,-0.387403951301374,0.09,0.211,1,
DDR2,0.0010842182461675,-0.436643794184092,0.082,0.199,1,discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]
TNRC6C,0.00109026758006384,-0.438429924384283,0.164,0.292,1,trinucleotide repeat containing adaptor 6C [Source:HGNC Symbol;Acc:HGNC:29318]
AC005332.1,0.00109052956285798,-0.370760657127576,0.351,0.499,1,
LYRM9,0.00109354630278599,-0.498248320469311,0.082,0.197,1,LYR motif containing 9 [Source:HGNC Symbol;Acc:HGNC:27314]
CBR1,0.00109617481189364,-0.251127181439653,0.552,0.652,1,carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]
CBWD6,0.00113901735650032,-0.395468037531724,0.187,0.32,1,
SRSF12,0.00114144766315832,-0.422976369263365,0.022,0.113,1,serine and arginine rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220]
FERMT2,0.00114412259265174,-0.462872991309509,0.231,0.372,1,FERM domain containing kindlin 2 [Source:HGNC Symbol;Acc:HGNC:15767]
PCDHB4,0.00116932571148289,-0.477791881221871,0.03,0.121,1,protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689]
SECISBP2L,0.00117115482124277,-0.430237877629888,0.343,0.466,1,SECIS binding protein 2 like [Source:HGNC Symbol;Acc:HGNC:28997]
RPL12L3,0.00117868632370401,-0.291578450924772,0.47,0.597,1,
RP11-226F19.4,0.00121466029744449,-0.636857289610026,0.075,0.184,1,
LINC00340,0.00123649813635366,-0.298545494199016,0.478,0.61,1,
GLP1R,0.00123950083519502,-0.437758703128405,0.022,0.112,1,glucagon like peptide 1 receptor [Source:HGNC Symbol;Acc:HGNC:4324]
RP11-631M6.2,0.00126001457727017,-0.43190926445287,0.299,0.432,1,
ATXN2L,0.00126997841508238,-0.346547657421109,0.53,0.623,1,ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]
AP000936.1,0.00129842337008315,-0.309906479274765,0.507,0.667,1,
CD81,0.00130000407957984,-0.422813697163269,0.269,0.42,1,CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]
INHBB,0.0013490199629236,-0.471115254101035,0.119,0.245,1,inhibin subunit beta B [Source:HGNC Symbol;Acc:HGNC:6067]
JMJD7,0.00135846013109053,-0.504964230742938,0.187,0.307,1,jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]
KLHDC3,0.00136195878120154,-0.296685621477594,0.5,0.66,1,kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]
GSTA4,0.00139857342311647,-0.551497545765501,0.239,0.353,1,glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]
AC025627.9,0.00140376967857271,-0.378596710238663,0.246,0.397,1,
PKP1,0.00140516576349233,-0.58053247029189,0.254,0.351,1,plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]
TMEM261,0.00143926214159625,-0.296578772323715,0.463,0.565,1,
RP11-384K6.6,0.00146731875341692,-0.328891471132853,0.172,0.303,1,
AACS,0.00146950645846813,-0.464098046103216,0.142,0.274,1,acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]
KLHL31,0.00150063425675617,-0.309941408106917,0.06,0.168,1,kelch like family member 31 [Source:HGNC Symbol;Acc:HGNC:21353]
COG1,0.00154115560112941,-0.545350284975408,0.216,0.342,1,component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545]
RP11-215A21.2,0.00154492888907082,-0.262961350679852,0.522,0.658,1,
NME2P1,0.00155147461000487,-0.338283022528873,0.358,0.491,1,NME2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31358]
HMGB1L9,0.00157550831955619,-0.261656940081534,0.06,0.165,1,
RP11-267J23.1,0.00157670446567101,-0.340096491057806,0.045,0.146,1,
SNAPC5,0.0015830874650547,-0.610831570773928,0.075,0.181,1,small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484]
HNRNPA1P4,0.00162080357892518,-0.257236292127414,0.463,0.62,1,heterogeneous nuclear ribonucleoprotein A1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:32234]
DNAJA4,0.00162461102367188,-0.428332262435316,0.149,0.284,1,DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]
ARIH1,0.0016296948087458,-0.261393404305457,0.313,0.469,1,ariadne RBR E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:689]
RP11-318C24.1,0.00164077058612381,-0.454643026736011,0.082,0.197,1,
RP11-305M3.2,0.00165523134532258,-0.474827661255422,0.112,0.229,1,
RP11-84E24.3,0.00167278403833746,-0.329644610589168,0.134,0.269,1,
SEMA4B,0.00167701692497855,-0.526378193817267,0.067,0.171,1,semaphorin 4B [Source:HGNC Symbol;Acc:HGNC:10730]
RP11-84H6.1,0.00168436804216784,-0.322832095870708,0.052,0.155,1,
GPRASP1,0.0016850892259244,-0.419797687857524,0.045,0.141,1,G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]
RP11-561G1.3,0.00170537887239935,-0.359869440634209,0.045,0.144,1,
STX8,0.00171881572004093,-0.507562440538975,0.157,0.277,1,syntaxin 8 [Source:HGNC Symbol;Acc:HGNC:11443]
CLMP,0.001731613704057,-0.483346222280396,0.022,0.106,1,CXADR like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]
PDLIM2,0.00175875543733699,-0.452106171370205,0.082,0.192,1,PDZ and LIM domain 2 [Source:HGNC Symbol;Acc:HGNC:13992]
ZFAND6,0.00175944570604927,-0.326752785717106,0.478,0.571,1,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164]
MYH10,0.00176891800505087,-0.375891583402337,0.396,0.518,1,myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]
KLHL29,0.0018866612658617,-0.366462084040929,0.03,0.118,1,kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404]
HLA-G,0.00195306642367884,-0.267823061682191,0.545,0.644,1,"major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]"
RP3-325F22.5,0.00195530811486864,-0.571580316438382,0.022,0.106,1,
AC069292.6,0.00199305878360506,-0.298092760085508,0.284,0.448,1,
ITPR1,0.00200572755051539,-0.478856469318385,0.127,0.238,1,"inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]"
TEKT4P2,0.00204579373610494,-0.343195462101025,0.112,0.22,1,tektin 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:40046]
ZNF486,0.00206774948203665,-0.353630739358843,0.037,0.127,1,zinc finger protein 486 [Source:HGNC Symbol;Acc:HGNC:20807]
LPCAT3,0.00207323348219428,-0.423326262982798,0.201,0.333,1,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
CYP4X1,0.00208592224738993,-0.50543703045882,0.134,0.254,1,cytochrome P450 family 4 subfamily X member 1 [Source:HGNC Symbol;Acc:HGNC:20244]
ZFP36,0.00208822981544867,-0.362823954415144,0.642,0.918,1,ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]
DHX58,0.00211032615518999,-0.549319341589955,0.037,0.128,1,DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]
RP1-228H13.1,0.00211392945219678,-0.31863011743395,0.082,0.195,1,
TMEM98,0.00212655708846584,-0.268491387299076,0.5,0.643,1,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
RP11-177G23.2,0.00212998006365291,-0.547128144681925,0.045,0.137,1,
RP11-681N23.1,0.00213172779752434,-0.3117702613673,0.022,0.108,1,
EDNRA,0.00213846446121127,-0.530259012605812,0.127,0.24,1,endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]
ARHGEF10L,0.0021609794570195,-0.447671494585323,0.224,0.354,1,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]
RP11-488C13.1,0.00218756491191717,-0.348444826050198,0.231,0.377,1,
ALCAM,0.0021882766274087,-0.454062806526825,0.142,0.264,1,activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]
PCDHGB7,0.00220849206643104,-0.467407241542303,0.104,0.217,1,"protocadherin gamma subfamily B, 7 [Source:HGNC Symbol;Acc:HGNC:8714]"
CTD-2666L21.3,0.00222479683943554,-0.333198273793538,0.03,0.119,1,
HYPK,0.00224739964386676,-0.288344725988464,0.604,0.635,1,huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418]
TBC1D4,0.00225621263642971,-0.449504117310892,0.164,0.285,1,TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]
RP5-1056L3.3,0.0023197267750797,-0.265538518671972,0.485,0.612,1,
WNT5B,0.0023386374828469,-0.483707841181243,0.052,0.15,1,Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]
NEK8,0.00234080212070562,-0.413775449895119,0.037,0.129,1,NIMA related kinase 8 [Source:HGNC Symbol;Acc:HGNC:13387]
MMP16,0.00240109685689651,-0.42893511680388,0.097,0.204,1,matrix metallopeptidase 16 [Source:HGNC Symbol;Acc:HGNC:7162]
CELF2,0.00243253028953131,-0.304049308607254,0.119,0.248,1,CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550]
FTSJ3,0.00244813112932052,-0.413323691701476,0.276,0.407,1,FtsJ RNA 2'-O-methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17136]
ING1,0.00246931048658192,-0.33049129602493,0.149,0.277,1,inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]
RP11-165H4.2,0.00248862517942359,-0.266580744076981,0.045,0.136,1,
SLITRK6,0.00249067091083961,-0.531653112832822,0.149,0.27,1,SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]
RP11-556O5.4,0.00252937035944107,-0.444864848832719,0.037,0.126,1,
RP11-179H18.5,0.00260145835822058,-0.25434530778468,0.037,0.127,1,
CMIP,0.00261578927955245,-0.292526925451717,0.164,0.282,1,c-Maf inducing protein [Source:HGNC Symbol;Acc:HGNC:24319]
AC009542.2,0.00262882970767481,-0.52939720557173,0.022,0.101,1,
ETV4,0.0026577822979278,-0.483024291245048,0.045,0.136,1,ETS variant transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3493]
AC027612.6,0.00272003740367349,-0.35839675897857,0.045,0.135,1,
C19orf18,0.00272898928872771,-0.445270761644156,0.097,0.203,1,chromosome 19 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:28642]
USP16,0.00275459745483071,-0.325792102827345,0.41,0.512,1,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
RP11-608O21.1,0.00276954225823547,-0.485432786730844,0.134,0.236,1,
RPS20P22,0.0028405244488687,-0.435948029009367,0.022,0.1,1,ribosomal protein S20 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:36379]
FAM13C,0.00286681896840725,-0.520311846405715,0.09,0.19,1,family with sequence similarity 13 member C [Source:HGNC Symbol;Acc:HGNC:19371]
TMEM108,0.00286727047224833,-0.358502322264038,0.209,0.337,1,transmembrane protein 108 [Source:HGNC Symbol;Acc:HGNC:28451]
MRPS18B,0.00287564823137297,-0.358424928965019,0.328,0.436,1,mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]
FRMD4B,0.00289584547398803,-0.379208168914748,0.119,0.236,1,FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]
COL1A1,0.00289665154330686,-0.354200121096111,0.164,0.289,1,collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]
RP4-796I17.5,0.00290021531878839,-0.341285189594392,0.284,0.435,1,
PRPSAP1,0.00291653268048894,-0.330381782940037,0.425,0.548,1,phosphoribosyl pyrophosphate synthetase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9466]
EIF4E,0.0029231832682648,-0.282383684720081,0.448,0.574,1,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
SLIT3,0.00292813635767329,-0.460688891479715,0.172,0.283,1,slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]
RP11-849N15.3,0.00298982216414149,-0.259340164544105,0.037,0.124,1,
CHCHD1,0.0030785632395929,-0.48761176868383,0.149,0.265,1,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]
PHF12,0.00310407614012711,-0.430552738625877,0.172,0.285,1,PHD finger protein 12 [Source:HGNC Symbol;Acc:HGNC:20816]
RP11-489G11.1,0.00319339014426008,-0.287589062822317,0.164,0.296,1,
HIST1H2BC,0.00321000004786479,-0.42236210004233,0.022,0.101,1,
AL356017.3,0.00325932912178842,-0.402253529485567,0.104,0.211,1,
PSMD10,0.00326159375104651,-0.416315835901368,0.299,0.43,1,"proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]"
BHLHB9,0.00329423466058425,-0.383283525324906,0.03,0.109,1,
GSAP,0.00332037160930545,-0.345756166561408,0.082,0.189,1,gamma-secretase activating protein [Source:HGNC Symbol;Acc:HGNC:28042]
HSPG2,0.00332501510915836,-0.393018705769816,0.373,0.477,1,heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]
PPP3CC,0.00333120949262059,-0.50131039058108,0.112,0.217,1,protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316]
GMPR2,0.00334845680936709,-0.405230831509912,0.276,0.401,1,guanosine monophosphate reductase 2 [Source:HGNC Symbol;Acc:HGNC:4377]
RPL34P1,0.00340072967233454,-0.399621880718432,0.03,0.113,1,ribosomal protein L34 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10341]
MRPL1,0.00342083907774172,-0.432689002292411,0.172,0.296,1,mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]
TUBG2,0.00346244884754221,-0.531816206913284,0.306,0.406,1,tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419]
RPL12P1,0.00351170921438918,-0.293605750632104,0.216,0.351,1,ribosomal protein L12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13976]
RP4-614C10.2,0.00352759920196024,-0.288236381771414,0.075,0.171,1,
ABCA1,0.00354908195114483,-0.381394567885911,0.231,0.353,1,ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]
ACSL4,0.00355076946844279,-0.345853361466589,0.112,0.226,1,acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]
SNORA70G,0.00361318753471493,-0.594706593571914,0.067,0.16,1,"small nucleolar RNA, H/ACA box 70G [Source:HGNC Symbol;Acc:HGNC:34359]"
NNMT,0.00363605452021596,-0.504242588227323,0.045,0.133,1,nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:7861]
PIGH,0.00365423219534071,-0.484156587927206,0.112,0.217,1,phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]
PRMT9,0.00365969147163314,-0.492677137510439,0.127,0.234,1,protein arginine methyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:25099]
RPS19P1,0.00370588157653233,-0.303216618343007,0.433,0.63,1,ribosomal protein S19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16534]
CDC27,0.0037109705634438,-0.379835685395475,0.254,0.382,1,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]
RP11-734J24.1,0.00372727642190494,-0.332958678658982,0.119,0.238,1,
WDR45B,0.00375702302161873,-0.290575016652131,0.47,0.609,1,WD repeat domain 45B [Source:HGNC Symbol;Acc:HGNC:25072]
PLCB1,0.0037757476264722,-0.323692943822125,0.239,0.368,1,phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]
PDE9A,0.00379991249376565,-0.267887409362371,0.56,0.629,1,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
MAST4,0.00382469077562149,-0.365184251515048,0.284,0.402,1,microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]
HEXIM1,0.00391227549024926,-0.31327463504161,0.358,0.512,1,HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]
FNDC3A,0.00399485449638846,-0.378461477741853,0.328,0.449,1,fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]
COL6A2,0.00401905960034252,-0.436717796394805,0.09,0.188,1,collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]
GABBR1,0.00404363249709433,-0.384199294226489,0.373,0.481,1,gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]
ATP11C,0.00407174462380929,-0.389459776372063,0.09,0.19,1,ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554]
TVP23B,0.00407883410527517,-0.386474594389465,0.246,0.364,1,trans-golgi network vesicle protein 23 homolog B [Source:HGNC Symbol;Acc:HGNC:20399]
ZNRD1,0.00408055065896179,-0.41717084603285,0.224,0.342,1,
TMEM173,0.00417515992980123,-0.452553774416579,0.06,0.154,1,
NKAP,0.00425796679708422,-0.354481069330997,0.134,0.242,1,NFKB activating protein [Source:HGNC Symbol;Acc:HGNC:29873]
TSPAN3,0.00430810843849211,-0.266510388878545,0.47,0.568,1,tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]
MRPS7,0.00430983345107112,-0.291757951921995,0.403,0.521,1,mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:14499]
PRKACB,0.00437163282338328,-0.345230743153857,0.097,0.203,1,protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]
RP11-390F4.3,0.00438503384667226,-0.283774464725767,0.06,0.151,1,
MXRA7,0.0043932859766459,-0.398659289048022,0.082,0.172,1,matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]
RP11-416K24.2,0.0045385936852735,-0.285204025898084,0.381,0.517,1,
NARF,0.00463265841962264,-0.269671963935481,0.433,0.553,1,nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]
SYTL3,0.00463355009777105,-0.376306909547297,0.097,0.201,1,synaptotagmin like 3 [Source:HGNC Symbol;Acc:HGNC:15587]
AC004057.1,0.00471975815851434,-0.276486917149501,0.425,0.501,1,
MRPS28,0.00472151664635173,-0.452620323409633,0.149,0.251,1,mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]
PLPP3,0.00474484916575653,-0.480198337729261,0.067,0.157,1,phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]
ADM,0.00481733394426584,-0.553652155792824,0.075,0.164,1,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
RNFT2,0.00489952379201364,-0.353127255641663,0.03,0.107,1,"ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25905]"
RNF217,0.00490772385555454,-0.315334728204217,0.09,0.189,1,ring finger protein 217 [Source:HGNC Symbol;Acc:HGNC:21487]
CLK3,0.00492286412060473,-0.379890890955182,0.291,0.41,1,CDC like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2071]
ST8SIA1,0.00494737700908114,-0.410344419984978,0.104,0.204,1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]"
RP11-554I8.2,0.00495946073142762,-0.530958746283182,0.045,0.129,1,
LY6K,0.00499388837915416,-0.442468121069242,0.067,0.152,1,lymphocyte antigen 6 family member K [Source:HGNC Symbol;Acc:HGNC:24225]
RHOV,0.00507628673435617,-0.520102213368786,0.097,0.192,1,ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]
NAA38,0.00510691285193883,-0.377951154978081,0.328,0.415,1,"N-alpha-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]"
PTRHD1,0.00514570570896724,-0.346523177360518,0.358,0.436,1,peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33782]
SAYSD1,0.00516007310857818,-0.45974583926588,0.142,0.246,1,SAYSVFN motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21025]
DHRSX,0.00518343273744763,-0.46095964048962,0.127,0.23,1,dehydrogenase/reductase X-linked [Source:HGNC Symbol;Acc:HGNC:18399]
CDC26,0.00529623771867238,-0.388883311272085,0.179,0.297,1,cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839]
SHC1,0.00529680946064687,-0.361188464245784,0.358,0.472,1,SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840]
